Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Metabolic rate (W),Body mass (g),Temperature (K)
Mammalia,Chiroptera,Pteropodidae,Pteropus,voeltzkowi,Pemba flying fox,,,152.0,,1.0,1.0,,,,527.5,,,unknown,,,
Mammalia,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Egyptian rousette,365.0,365.0,116.0,122.0,1.0,2.0,,21.06,73.8,125.0,0.0149,22.9,wild,0.684,146.0,307.95
Mammalia,Chiroptera,Pteropodidae,Rousettus,lanosus,Long-haired rousette,,,,,,2.0,,,,103.0,,18.7,captivity,,,
Mammalia,Chiroptera,Pteropodidae,Rousettus,leschenaultii,Leschenault's rousette,150.0,455.0,115.0,,1.0,2.0,,12.0,,108.25,,14.0,captivity,,,
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,euryale,Mediterranean horseshoe bat,821.0,821.0,90.0,,1.0,1.0,,3.89,,8.2,,13.0,unknown,,,
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Greater horseshoe bat,730.0,730.0,80.0,,1.0,1.0,365.0,5.8,,22.875,,30.5,wild,,,
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Lesser horseshoe bat,500.0,471.0,67.0,35.0,1.0,1.0,365.0,2.1,,4.6,,29.4,wild,,,
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,megaphyllus,Smaller horseshoe bat,730.0,730.0,128.0,61.0,1.0,1.0,,,,9.8,,,unknown,,,
Mammalia,Chiroptera,Vespertilionidae,Antrozous,pallidus,Pallid bat,365.0,365.0,62.0,50.0,2.0,,,3.1,,20.8,0.0543,14.8,captivity,0.104,22.0,307.15
Mammalia,Chiroptera,Vespertilionidae,Barbastella,barbastellus,Western barbastelle,548.0,,,,2.0,1.0,365.0,,,10.25,,23.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,gouldii,Gould's wattled bat,365.0,,92.0,,1.4,1.0,,,,15.87,,7.8,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,morio,Chocolate wattled bat,,,,,1.4,1.0,,1.68,,8.91,,9.6,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,rafinesquii,Rafinesque's big-eared bat,182.0,182.0,53.0,,1.0,1.0,365.0,2.5,,11.1,,,unknown,,,
Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,townsendii,Townsend's big-eared bat,210.0,,78.0,42.0,1.0,1.0,365.0,2.4,,14.25,,20.5,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Eptesicus,fuscus,Big brown bat,547.0,730.0,35.0,,2.0,1.0,365.0,3.9,17.2,23.0,0.062,19.0,wild,0.113,13.3,309.15
Mammalia,Chiroptera,Vespertilionidae,Eptesicus,nilssonii,Northern bat,,,,,1.5,1.0,365.0,4.52,,13.0,,20.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Eptesicus,serotinus,Serotine,,,68.0,,1.5,1.0,,5.3,,18.2,0.0487,21.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Falsistrellus,tasmaniensis,Eastern false pipistrelle,,,,,,,,,,22.54,,6.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,Silver-haired bat,152.0,152.0,55.0,36.0,2.0,1.0,365.0,1.67,,10.0,,12.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,cinereus,Hoary bat,,,56.0,34.0,2.0,1.0,365.0,5.5,9.5,24.0,,14.0,wild,,,307.95
Mammalia,Chiroptera,Vespertilionidae,Myotis,adversus,Large-footed myotis,231.0,,,,1.0,2.5,,,,10.41,,8.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,bechsteinii,Bechstein's bat,,,,,1.0,1.0,365.0,,,10.5,,21.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,blythii,Lesser mouse-eared bat,421.0,502.0,69.0,,1.0,,,,,23.0,,33.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,brandtii,Brandt's bat,,,,,,,,,,7.0,,41.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,dasycneme,Pond bat,,,,,1.0,,,,,15.0,,20.5,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,daubentonii,Daubenton's bat,730.0,730.0,54.0,,1.0,1.0,,2.09,,8.5,,28.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,emarginatus,Geoffroy's bat,456.0,456.0,,,1.0,1.0,365.0,,,11.0,,22.7,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,evotis,Western long-eared myotis,,,50.0,,1.0,1.0,365.0,1.22,,7.4,,22.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,grisescens,Gray myotis,456.0,456.0,,,1.0,1.0,365.0,2.9,,9.25,0.0964,16.5,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,keenii,Keen's myotis,365.0,365.0,50.0,,1.0,1.0,365.0,,,7.4,,19.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,leibii,Eastern small-footed myotis,,,,,1.0,1.0,365.0,,,5.6,,12.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,lucifugus,Little brown bat,210.0,210.0,55.0,25.0,1.0,1.0,365.0,1.96,,10.0,0.116,34.0,wild,0.051,5.8,305.15
Mammalia,Chiroptera,Vespertilionidae,Myotis,macropus,Gould's large-footed myotis,231.0,,,,,,,,,10.41,,,unknown,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,myotis,Mouse-eared bat,502.0,502.0,65.0,,1.0,1.0,365.0,5.9,,28.55,0.109,37.1,wild,,,308.15
Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,Whiskered bat,365.0,456.0,,,1.0,,365.0,,,5.3,,24.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,nattereri,Natterer's bat,,,,60.0,1.0,1.0,365.0,,,7.5,,23.7,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,nigricans,Black myotis,98.0,98.0,55.0,38.0,1.0,2.0,,1.0,3.7,4.2,,7.0,wild,0.027,3.7,307.15
Mammalia,Chiroptera,Vespertilionidae,Myotis,sodalis,Indiana bat,357.0,,,,1.0,1.0,,4.53,,7.7,,20.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,thysanodes,Fringed myotis,,,55.0,21.0,1.0,1.0,365.0,1.32,,6.0,0.0108,18.3,wild,,,306.15
Mammalia,Chiroptera,Vespertilionidae,Myotis,velifer,Cave myotis,365.0,365.0,65.0,43.0,1.0,1.0,365.0,3.2,,10.1,0.13,11.3,wild,0.04,11.9,
Mammalia,Chiroptera,Vespertilionidae,Myotis,vivesi,Fish-eating bat,,,,,1.0,,,2.82,,25.0,,10.0,unknown,0.199,25.0,309.15
Mammalia,Chiroptera,Vespertilionidae,Myotis,volans,Long-legged myotis,152.0,,,,1.0,1.0,365.0,2.01,,7.0,,21.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,yumanensis,Yuma myotis,365.0,365.0,,,1.0,1.0,365.0,0.79,,6.25,,14.0,wild,0.047,5.0,
Mammalia,Chiroptera,Vespertilionidae,Nyctalus,leisleri,Lesser noctule,,,,,1.5,1.0,365.0,,,16.0,,16.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Nyctalus,noctula,Noctule,90.0,455.0,60.0,,1.5,1.0,,5.37,,27.75,0.0303,12.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Nycticeius,humeralis,Evening bat,365.0,456.0,,30.0,2.0,1.0,365.0,1.75,2.6,9.75,0.0157,6.0,wild,,,307.15
Mammalia,Chiroptera,Vespertilionidae,Nyctophilus,geoffroyi,Lesser long-eared bat,,,,,,,,,,8.0,,7.3,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Nyctophilus,gouldi,Gould's long-eared bat,327.0,,23.0,,1.5,,,1.65,,11.32,,4.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Nyctophilus,timoriensis,Greater long-eared bat,,,,,2.0,,,,,11.02,,,unknown,,,
Mammalia,Chiroptera,Vespertilionidae,Perimyotis,subflavus,Eastern pipistrelle,212.0,,44.0,,2.0,1.0,365.0,0.94,5.2,7.5,,14.8,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,kuhlii,Kuhl's pipistrelle,,,,60.0,1.5,,365.0,,,6.0,,8.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,nathusii,Nathusius's pipistrelle,91.0,91.0,,,2.0,1.0,,,,10.0,,11.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Common pipistrelle,456.0,456.0,42.0,42.0,1.2,1.0,365.0,1.125,,5.0,0.0668,16.6,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,Brown big-eared bat,365.0,365.0,65.0,42.0,1.33,1.0,365.0,2.09,,7.8,,30.0,wild,0.082,10.2,307.15
Mammalia,Chiroptera,Vespertilionidae,Plecotus,austriacus,Gray big-eared bat,352.0,365.0,65.0,,,,,,,12.0,,25.5,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Scotorepens,balstoni,Western broad-nosed bat,,,210.0,29.0,1.5,,,2.4,5.6,11.7,,9.7,captivity,,,
Mammalia,Chiroptera,Vespertilionidae,Scotorepens,orion,Orion broad-nosed bat,,,210.0,,,,,,,11.765,,11.1,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Vespadelus,darlingtoni,Large forest bat,,,,,,,,,,6.06,,8.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Vespadelus,pumilus,Eastern forest bat,421.0,,,,1.2,1.0,,0.83,,5.4,,5.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Vespadelus,regulus,Southern forest bat,,,92.0,,1.0,1.0,,,,5.05,,8.0,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Vespadelus,vulturnus,Little forest bat,,,,,1.0,1.0,,,,3.77,,9.1,wild,,,
Mammalia,Chiroptera,Vespertilionidae,Vespertilio,murinus,Particolored bat,730.0,730.0,50.0,,2.0,1.0,365.0,,,18.7,,14.5,wild,,,
Mammalia,Cingulata,Dasypodidae,Cabassous,centralis,Northern naked-tailed armadillo,,,,,1.0,,,,,2750.0,,,unknown,4.812,4061.7,306.75
Mammalia,Cingulata,Dasypodidae,Cabassous,unicinctus,Southern naked-tailed armadillo,,,,,1.0,,,100.0,,3500.0,,,unknown,,,
Mammalia,Cingulata,Dasypodidae,Chaetophractus,nationi,Andean hairy armadillo,,,,,1.5,,,,,2150.0,,,unknown,3.118,2150.0,308.65
Mammalia,Cingulata,Dasypodidae,Chaetophractus,vellerosus,Screaming hairy armadillo,,,,,,,,,,840.0,,16.2,captivity,1.707,1110.0,307.55
Mammalia,Cingulata,Dasypodidae,Chaetophractus,villosus,Large hairy armadillo,273.0,273.0,67.0,56.0,2.0,1.0,,128.0,,3000.0,0.0207,25.2,captivity,4.508,4540.0,308.25
Mammalia,Cingulata,Dasypodidae,Chlamyphorus,truncatus,Pink fairy armadillo,,,,,,,,,,44.3,,,unknown,,,
Mammalia,Cingulata,Dasypodidae,Dasypus,novemcinctus,Nine-banded armadillo,365.0,365.0,133.0,137.0,4.0,1.0,,66.0,,5500.0,,22.3,captivity,4.655,3413.7,307.65
Mammalia,Cingulata,Dasypodidae,Dasypus,septemcinctus,Seven-banded armadillo,274.0,,132.0,,6.0,,,,,1475.0,,16.8,captivity,,,
Mammalia,Cingulata,Dasypodidae,Euphractus,sexcinctus,Six-banded armadillo,274.0,274.0,68.0,28.0,2.0,,,105.0,420.0,4850.0,,22.1,captivity,6.901,8190.0,307.35
Mammalia,Cingulata,Dasypodidae,Priodontes,maximus,Giant armadillo,320.0,320.0,122.0,35.0,1.5,,,62.15,,33000.0,,15.0,captivity,16.892,45190.0,306.75
Mammalia,Cingulata,Dasypodidae,Tolypeutes,matacus,Southern three-banded armadillo,320.0,320.0,120.0,55.0,1.0,1.0,,80.0,,1500.0,0.0362,36.8,captivity,1.172,1160.0,306.15
Mammalia,Cingulata,Dasypodidae,Tolypeutes,tricinctus,Brazilian three-banded armadillo,,,,,1.0,1.0,,,,1200.0,,,unknown,,,
Mammalia,Cingulata,Dasypodidae,Zaedyus,pichiy,Pichi,320.0,320.0,60.0,42.0,2.0,,,105.0,,1500.0,,12.5,captivity,2.192,1740.0,308.35
Mammalia,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Kultarr,350.0,350.0,12.0,90.0,6.0,1.5,183.0,,,24.0,,3.5,captivity,0.141,25.8,308.95
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,agilis,Agile antechinus,330.0,285.0,27.0,90.0,10.0,,365.0,,10.0,18.0,,4.7,captivity,,,
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,bellus,Fawn antechinus,350.0,,30.0,96.0,13.0,1.0,365.0,,,34.0,,3.4,captivity,,,
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Yellow-footed antechinus,345.0,,25.0,90.0,7.0,1.0,365.0,,,45.0,0.0351,3.9,captivity,0.252,46.5,308.15
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,leo,Cinnamon antechinus,350.0,,31.0,77.0,9.0,1.0,365.0,0.04,26.0,54.0,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,minimus,Swamp antechinus,345.0,,28.0,105.0,7.4,1.0,365.0,0.04,,42.0,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,Brown antechinus,285.0,285.0,30.0,106.0,7.0,1.0,365.0,0.016,16.0,27.5,,5.4,captivity,0.189,25.0,308.25
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,Dusky antechinus,330.0,,28.0,94.0,8.0,1.0,365.0,,15.0,41.0,,3.3,captivity,0.351,66.9,309.15
Mammalia,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,Mulgara,315.0,315.0,38.0,121.0,7.0,1.0,365.0,,22.0,115.0,,7.4,captivity,0.26,91.0,310.85
Mammalia,Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,Little red kaluta,300.0,,50.0,113.0,6.3,1.0,365.0,,8.2,30.0,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Kowari,238.0,216.0,33.0,102.0,6.0,2.0,167.0,0.027,45.0,105.0,,8.0,captivity,0.439,100.0,308.35
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,Western quoll,365.0,,16.0,158.0,6.0,1.0,365.0,0.011,,890.0,,6.2,captivity,2.991,1326.7,309.35
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Northern quoll,315.0,315.0,,90.0,6.8,1.0,365.0,,,525.0,,5.9,captivity,1.501,571.0,309.05
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,"Tiger quoll, or Australian tiger cat",340.0,340.0,21.0,135.0,3.0,1.0,365.0,,500.0,5500.0,,6.8,captivity,3.142,1782.0,310.05
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Eastern quoll,335.0,335.0,20.0,168.0,6.0,1.0,365.0,0.02,600.0,1090.0,,6.8,captivity,2.26,945.3,309.05
Mammalia,Dasyuromorphia,Dasyuridae,Ningaui,ridei,Wongai ningaui,290.0,,14.0,91.0,6.0,2.0,365.0,0.005,,8.5,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Ningaui,timealeyi,Pilbara ningaui,,,14.0,78.0,6.0,2.0,365.0,0.005,2.5,10.5,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,Southern dibbler,315.0,315.0,48.0,122.0,8.0,1.0,365.0,,,70.0,,5.5,captivity,,,
Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,calura,Red-tailed phascogale,330.0,,29.0,90.0,7.5,1.0,365.0,,,43.0,,4.7,captivity,,,
Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,Brush-tailed phascogale,365.0,365.0,29.0,122.0,6.4,1.0,365.0,,70.0,193.5,,5.9,captivity,0.694,153.7,310.55
Mammalia,Dasyuromorphia,Dasyuridae,Planigale,gilesi,Paucident planigale,240.0,,16.0,75.0,6.1,2.0,341.0,0.01,5.8,6.9,,,unknown,0.058,9.1,308.25
Mammalia,Dasyuromorphia,Dasyuridae,Planigale,ingrami,Long-tailed planigale,,,,90.0,7.0,2.0,,,,4.3,,,unknown,0.065,8.8,307.65
Mammalia,Dasyuromorphia,Dasyuridae,Planigale,maculata,Pygmy planigale,290.0,,20.0,71.0,7.65,2.0,91.0,,4.85,10.0,,5.8,captivity,0.067,10.6,307.65
Mammalia,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,Narrow-nosed planigale,240.0,,19.0,95.0,6.0,2.0,332.0,,2.7,5.3,,5.2,captivity,0.063,7.1,307.65
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,bilarni,Sandstone dibbler,180.0,180.0,39.0,122.0,4.0,1.0,365.0,,,28.0,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,Fat-tailed marsupial mouse,350.0,350.0,43.0,106.0,6.0,1.0,365.0,0.0123,,32.5,,7.0,captivity,0.152,43.1,307.35
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,ningbing,Ningbing pseudantechinus,330.0,,45.0,112.0,4.0,,365.0,,,17.5,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,woolleyae,Woolley's pseudantechinus,300.0,,,,6.0,,,,,38.0,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Tasmanian devil,730.0,730.0,26.0,243.0,3.0,1.0,365.0,0.0235,200.0,6500.0,,13.0,captivity,8.664,6126.8,308.95
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,Fat-tailed dunnart,115.0,159.0,14.0,69.0,7.0,2.0,94.0,0.01,6.5,15.0,,5.0,captivity,0.121,16.0,308.35
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,dolichura,Little long-tailed dunnart,255.0,,,,7.2,,365.0,,4.0,12.4,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,douglasi,Julia Creek dunnart,183.0,,,,6.8,,,,,55.0,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,Gray-bellied dunnart,365.0,,,,,,,,,17.5,,3.6,captivity,,,
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,Stripe-faced dunnart,119.0,159.0,12.0,70.0,4.0,2.0,183.0,0.01,7.0,20.0,,4.9,captivity,0.128,20.6,306.45
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,ooldea,Ooldea dunnart,300.0,,21.0,70.0,7.25,,365.0,,4.8,11.0,,,unknown,,,
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,Red-cheeked dunnart,230.0,,15.0,80.0,2.5,,91.0,,19.0,34.0,,5.3,captivity,,,
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,youngsoni,Lesser hairy-footed dunnart,,,,,5.5,,365.0,,,10.0,,5.3,captivity,,,
Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,Numbat,350.0,731.0,14.0,243.0,4.0,,365.0,,,471.5,,11.0,captivity,0.907,438.2,305.65
Mammalia,Dermoptera,Cynocephalidae,Cynocephalus,volans,Philippine flying lemur,,,105.0,193.0,1.0,,,38.5,,1300.0,,,unknown,,,
Mammalia,Didelphimorphia,Didelphidae,Caluromys,derbianus,Central American woolly opossum,240.0,240.0,21.0,,3.0,,,,,330.0,,8.7,captivity,1.194,342.7,308.15
Mammalia,Didelphimorphia,Didelphidae,Caluromys,philander,Bare-tailed woolly opossum,304.0,,24.0,100.0,4.5,2.0,166.0,0.2,11.0,350.0,,8.9,captivity,,,
Mammalia,Didelphimorphia,Didelphidae,Caluromysiops,irrupta,Black-shouldered opossum,,,13.0,,2.0,,,,,250.0,,,unknown,,,
Mammalia,Didelphimorphia,Didelphidae,Chironectes,minimus,Water opossum (yapok),304.0,,,,4.0,,365.0,,,700.0,,3.1,captivity,2.793,940.5,308.15
Mammalia,Didelphimorphia,Didelphidae,Didelphis,albiventris,White-eared opossum,365.0,365.0,12.0,117.0,5.0,1.0,260.0,,,904.0,,,unknown,,,
Mammalia,Didelphimorphia,Didelphidae,Didelphis,aurita,Big-eared opossum,170.0,240.0,14.0,100.0,6.2,,,,,850.0,,4.0,captivity,,,
Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,Southern opossum,178.0,240.0,12.0,94.0,6.0,2.0,200.0,0.2,96.0,1530.0,,4.2,captivity,3.31,1244.3,308.15
Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia opossum,184.0,243.0,12.0,102.0,15.0,2.0,122.0,0.147,142.5,3000.0,0.0129,6.6,captivity,5.299,2846.6,308.15
Mammalia,Didelphimorphia,Didelphidae,Gracilinanus,agilis,"Agile gracile opossum, or Paraguayan slender mouse opossum",270.0,,20.0,,12.0,,,,,22.0,,6.1,captivity,,,
Mammalia,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Lutrine opossum,183.0,183.0,14.0,,8.0,2.0,,,,370.0,,2.9,captivity,2.265,812.0,308.95
Mammalia,Didelphimorphia,Didelphidae,Marmosa,mexicana,Mexican mouse opossum,407.0,,14.0,,11.0,,,,,49.5,,,unknown,,,
Mammalia,Didelphimorphia,Didelphidae,Marmosa,murina,Murine mouse opossum,407.0,,13.0,62.0,8.4,,,0.09,,26.0,,3.6,captivity,,,
Mammalia,Didelphimorphia,Didelphidae,Marmosa,robinsoni,Robinson's mouse opossum,279.0,365.0,14.0,68.0,10.0,1.5,134.0,0.1,11.0,75.0,,5.0,captivity,0.547,122.0,307.15
Mammalia,Didelphimorphia,Didelphidae,Marmosops,noctivagus,"White-bellied slender opossum, or Rio Napo mouse opossum",,,,,,,,,,21.0,,4.5,captivity,,,
Mammalia,Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,Brown four-eyed opossum,,,,,5.0,,365.0,,,440.0,,3.0,captivity,1.144,336.0,308.15
Mammalia,Didelphimorphia,Didelphidae,Monodelphis,adusta,Sepia short-tailed opossum,,,,,,,,,,35.0,,4.1,captivity,,,
Mammalia,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,"Northern red-sided opossum, or Short bare-tailed opossum",180.0,180.0,,,7.0,1.5,,,,90.0,,3.9,captivity,0.366,91.5,306.85
Mammalia,Didelphimorphia,Didelphidae,Monodelphis,domestica,Gray short-tailed opossum,122.0,122.0,15.0,53.0,9.0,4.0,53.0,0.1,20.3,105.0,,5.1,captivity,0.335,104.0,305.75
Mammalia,Didelphimorphia,Didelphidae,Philander,andersoni,Black four-eyed opossum,244.0,,,,,,,,,320.0,,,unknown,,,
Mammalia,Didelphimorphia,Didelphidae,Philander,opossum,Gray four-eyed opossum,450.0,213.0,,82.0,5.0,3.0,106.0,0.2,110.0,450.0,,4.4,captivity,1.886,751.0,308.95
Mammalia,Diprotodontia,Acrobatidae,Acrobates,pygmaeus,Pygmy gliding possum,240.0,365.0,,99.0,3.0,2.0,114.0,0.0178,5.65,13.0,0.0254,8.8,captivity,0.084,14.0,307.85
Mammalia,Diprotodontia,Acrobatidae,Distoechurus,pennatus,Feather-tailed possum,,,,,1.0,,,,,51.5,,,unknown,,,
Mammalia,Diprotodontia,Burramyidae,Burramys,parvus,Mountain pygmy possum,320.0,320.0,15.0,60.0,3.5,1.0,365.0,,22.0,45.0,,12.0,unknown,0.205,44.3,309.25
Mammalia,Diprotodontia,Burramyidae,Cercartetus,caudatus,Long-tailed pygmy possum,460.0,,,77.0,2.85,2.0,183.0,,12.0,30.0,,,unknown,,,
Mammalia,Diprotodontia,Burramyidae,Cercartetus,nanus,Eastern pygmy possum,190.0,190.0,,62.0,4.0,2.0,95.0,0.0198,8.4,40.0,,10.3,captivity,0.311,64.8,308.75
Mammalia,Diprotodontia,Hypsiprymnodontidae,Hypsiprymnodon,moschatus,Musky rat kangaroo,365.0,365.0,,270.0,2.0,,365.0,,250.0,500.0,,,unknown,,,
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,Bennett's tree kangaroo,,,32.0,720.0,1.0,,365.0,,,9300.0,,,unknown,,,
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,dorianus,Doria's tree kangaroo,,,32.0,600.0,1.0,,,,,9581.0,,19.0,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,Goodfellow's tree kangaroo,897.0,,45.0,360.0,1.0,,,,,7400.0,,23.6,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,inustus,Grizzled tree kangaroo,510.0,730.0,33.0,540.0,1.0,,,,,11400.0,,23.8,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,matschiei,Matschie's tree kangaroo,845.0,,32.0,500.0,1.0,,410.0,,,7200.0,,26.9,captivity,7.96,6960.0,309.45
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,ursinus,Black tree kangaroo,,,,,1.0,,,,,8000.0,,20.0,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Dorcopsis,luctuosa,Gray dorcopsis,450.0,,,,1.0,,191.0,,,3570.0,,13.9,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Dorcopsis,muelleri,Brown dorcopsis,482.0,,,270.0,1.0,,,,,5000.0,,12.4,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,macleayi,"Macleay's dorcopsis, or Papuan mountain wallaby",730.0,730.0,21.0,,1.2,,,,,2988.0,,7.9,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,Spectacled hare-wallaby,363.0,,30.0,204.0,1.0,,153.0,,,3000.0,,8.8,captivity,4.749,2660.0,309.15
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,hirsutus,Rufous hare-wallaby,330.0,,,150.0,1.0,,125.0,,1000.0,1310.0,,13.2,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Lagostrophus,fasciatus,Banded hare-wallaby,365.0,365.0,,270.0,1.0,,365.0,,900.0,2100.0,,,unknown,,,
Mammalia,Diprotodontia,Macropodidae,Macropus,agilis,Agile wallaby,365.0,425.0,29.0,214.0,1.0,1.8,220.0,0.634,2286.7,16000.0,,16.9,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Macropus,antilopinus,Antilopine wallaroo,802.0,670.0,34.0,426.0,1.0,,270.0,0.703,,49500.0,,19.8,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Macropus,bernardus,Black wallaroo,,,34.0,,1.0,,,,,17500.0,,11.8,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Macropus,dorsalis,Black-striped wallaby,426.0,608.0,34.0,335.0,1.0,,211.0,0.75,,11250.0,,,unknown,,,
Mammalia,Diprotodontia,Macropodidae,Macropus,eugenii,Tammar wallaby,274.0,730.0,28.0,325.0,1.0,1.0,365.0,0.429,3000.0,6500.0,,15.1,captivity,7.78,4796.0,309.65
